Epoch, Step, Loss, Lr, Time
1, 2121, 3.9206, 0.000122, 7540.75
1, 2141, 4.2320, 0.000123, 7589.26
1, 2161, 3.9286, 0.000124, 7649.31
1, 2181, 4.0297, 0.000125, 7710.33
1, 2201, 3.7900, 0.000126, 7764.62
1, 2221, 3.9239, 0.000127, 7821.43
1, 2241, 3.9738, 0.000128, 7882.11
1, 2261, 3.8612, 0.000130, 7943.52
1, 2281, 3.9208, 0.000131, 8014.88
1, 2301, 3.9808, 0.000132, 8086.32
1, 2321, 3.7848, 0.000133, 8157.99
1, 2341, 3.9404, 0.000134, 8213.51
1, 2361, 4.1755, 0.000135, 8267.68
1, 2381, 3.9072, 0.000136, 8321.19
1, 2401, 4.1296, 0.000138, 8377.73
1, 2421, 3.7390, 0.000139, 8438.20
1, 2441, 3.9970, 0.000140, 8493.73
1, 2461, 3.9204, 0.000141, 8553.06
1, 2481, 3.9102, 0.000142, 8624.15
1, 2501, 3.8615, 0.000143, 8694.92
1, 2521, 4.0735, 0.000144, 8765.51
1, 2541, 4.0060, 0.000146, 8827.84
1, 2561, 3.7730, 0.000147, 8875.40
1, 2581, 3.7956, 0.000148, 8928.72
1, 2601, 4.0995, 0.000149, 8981.59
1, 2621, 3.8565, 0.000150, 9036.13
1, 2641, 3.7569, 0.000151, 9084.53
1, 2661, 3.9315, 0.000152, 9136.50
1, 2681, 3.8464, 0.000154, 9204.17
1, 2701, 3.7584, 0.000155, 9274.63
1, 2721, 3.7940, 0.000156, 9345.28
1, 2741, 3.9909, 0.000157, 9416.03
1, 2761, 3.9519, 0.000158, 9466.03
1, 2781, 3.6565, 0.000159, 9513.64
1, 2801, 3.7210, 0.000161, 9563.77
1, 2821, 3.6924, 0.000162, 9619.16
1, 2841, 3.9125, 0.000163, 9670.73
1, 2861, 3.8579, 0.000164, 9726.00
1, 2881, 3.9990, 0.000165, 9780.16
1, 2901, 3.8990, 0.000166, 9848.00
1, 2921, 3.6807, 0.000167, 9918.90
1, 2941, 3.7673, 0.000169, 9991.38
1, 2961, 3.7699, 0.000170, 10059.96
1, 2981, 3.6550, 0.000171, 10107.52
1, 3001, 3.8062, 0.000172, 10155.39
1, 3021, 3.6209, 0.000173, 10204.50
1, 3041, 3.6257, 0.000174, 10253.15
1, 3061, 3.9827, 0.000175, 10309.37
1, 3081, 3.7520, 0.000177, 10367.85
1, 3101, 3.8595, 0.000178, 10422.42
1, 3121, 3.6797, 0.000179, 10496.13
1, 3141, 3.8766, 0.000180, 10567.80
1, 3161, 3.9369, 0.000181, 10638.68
1, 3181, 3.6362, 0.000182, 10702.68
1, 3201, 3.9609, 0.000183, 10750.20
1, 3221, 3.7561, 0.000185, 10797.73
1, 3241, 4.1293, 0.000186, 10848.28
1, 3261, 3.6836, 0.000187, 10896.31
1, 3281, 3.7766, 0.000188, 10947.65
1, 3301, 3.7763, 0.000189, 11008.82
1, 3321, 3.6456, 0.000190, 11064.68
1, 3341, 3.5080, 0.000191, 11135.70
1, 3361, 3.7260, 0.000193, 11205.88
1, 3381, 3.7123, 0.000194, 11276.45
1, 3401, 3.4949, 0.000195, 11339.14
1, 3421, 3.7050, 0.000196, 11386.83
1, 3441, 3.8915, 0.000197, 11435.45
1, 3461, 3.6738, 0.000198, 11482.87
1, 3481, 3.6191, 0.000199, 11534.69
1, 3501, 3.5825, 0.000201, 11589.12
1, 3521, 3.7621, 0.000202, 11641.75
1, 3541, 3.7932, 0.000203, 11694.00
1, 3561, 3.7976, 0.000204, 11767.49
1, 3581, 3.7607, 0.000205, 11837.78
1, 3601, 3.8548, 0.000206, 11908.47
1, 3621, 3.4809, 0.000208, 11972.22
1, 3641, 3.4869, 0.000209, 12020.15
1, 3661, 3.5875, 0.000210, 12067.61
1, 3681, 3.6597, 0.000211, 12123.65
1, 3701, 3.6373, 0.000212, 12178.68
1, 3721, 3.7084, 0.000213, 12232.02
1, 3741, 3.8097, 0.000214, 12285.99
1, 3761, 3.6119, 0.000216, 12340.08
1, 3781, 3.6398, 0.000217, 12411.57
1, 3801, 3.3875, 0.000218, 12482.46
1, 3821, 3.5869, 0.000219, 12553.49
1, 3841, 3.6668, 0.000220, 12612.30
1, 3861, 3.6269, 0.000221, 12659.97
1, 3881, 3.7344, 0.000222, 12707.52
1, 3901, 3.5692, 0.000224, 12761.09
1, 3921, 3.5307, 0.000225, 12812.06
1, 3941, 3.6185, 0.000226, 12867.09
1, 3961, 3.3142, 0.000227, 12924.33
1, 3981, 3.8176, 0.000228, 12983.49
1, 4001, 3.7936, 0.000229, 13054.19
1, 4021, 3.4640, 0.000230, 13125.21
1, 4041, 3.7425, 0.000232, 13196.34
1, 4061, 3.6385, 0.000233, 13249.46
1, 4081, 3.3857, 0.000234, 13297.31
1, 4101, 3.6426, 0.000235, 13345.08
1, 4121, 3.6512, 0.000236, 13397.61
1, 4141, 3.7712, 0.000237, 13448.49
1, 4161, 3.6678, 0.000238, 13503.57
1, 4181, 3.2597, 0.000240, 13555.95
1, 4201, 3.6972, 0.000241, 13617.94
1, 4221, 3.4239, 0.000242, 13688.94
1, 4241, 3.6600, 0.000243, 13760.22
1, 4261, 3.6352, 0.000244, 13831.71
1, 4281, 3.3998, 0.000245, 13881.19
1, 4301, 3.5464, 0.000247, 13928.96
1, 4321, 3.2955, 0.000248, 13976.70
1, 4341, 3.5917, 0.000249, 14025.75
1, 4361, 2.6294, 0.000250, 14076.16
2, 1, 3.2878, 0.000250, 7.97
2, 21, 3.4556, 0.000251, 54.92
2, 41, 3.6164, 0.000252, 106.93
2, 61, 3.4858, 0.000253, 180.80
2, 81, 3.6668, 0.000255, 258.09
2, 101, 3.2194, 0.000256, 335.76
2, 121, 3.4698, 0.000257, 401.70
2, 141, 3.3993, 0.000258, 453.63
2, 161, 3.6221, 0.000259, 505.61
2, 181, 3.5658, 0.000260, 557.54
2, 201, 3.4350, 0.000261, 609.72
2, 221, 3.4559, 0.000263, 662.05
2, 241, 3.3181, 0.000264, 714.42
2, 261, 3.2380, 0.000265, 774.20
2, 281, 3.5561, 0.000266, 851.72
2, 301, 3.3488, 0.000267, 929.23
2, 321, 3.3142, 0.000268, 1006.85
2, 341, 3.5075, 0.000269, 1061.40
2, 361, 3.4006, 0.000271, 1113.33
2, 381, 3.4667, 0.000272, 1165.17
2, 401, 3.3885, 0.000273, 1217.43
2, 421, 3.4031, 0.000274, 1269.64
2, 441, 3.7398, 0.000275, 1322.08
2, 461, 3.6092, 0.000276, 1376.83
2, 481, 3.7674, 0.000278, 1454.51
2, 501, 3.5603, 0.000279, 1531.94
2, 521, 3.8022, 0.000280, 1609.47
2, 541, 3.2714, 0.000281, 1669.30
2, 561, 3.7021, 0.000282, 1721.39
2, 581, 3.4024, 0.000283, 1773.48
2, 601, 3.5744, 0.000284, 1825.59
2, 621, 3.4652, 0.000286, 1877.90
2, 641, 3.5595, 0.000287, 1930.29
2, 661, 3.2798, 0.000288, 1982.59
2, 681, 3.4693, 0.000289, 2051.63
2, 701, 3.5178, 0.000290, 2129.38
2, 721, 3.3782, 0.000291, 2207.53
2, 741, 3.6302, 0.000292, 2278.67
2, 761, 3.2651, 0.000294, 2330.75
2, 781, 3.3672, 0.000295, 2383.04
2, 801, 3.3683, 0.000296, 2435.22
2, 821, 3.4991, 0.000297, 2487.62
2, 841, 3.4702, 0.000298, 2539.85
2, 861, 3.3580, 0.000299, 2592.16
2, 881, 3.1040, 0.000300, 2652.18
2, 901, 3.6031, 0.000302, 2729.99
2, 921, 3.1955, 0.000303, 2808.05
2, 941, 3.4747, 0.000304, 2886.38
2, 961, 3.6597, 0.000305, 2940.43
2, 981, 3.4482, 0.000306, 2992.75
2, 1001, 3.5651, 0.000307, 3044.97
2, 1021, 3.3012, 0.000308, 3097.37
2, 1041, 3.3142, 0.000310, 3150.01
2, 1061, 3.4695, 0.000311, 3202.38
2, 1081, 3.5855, 0.000312, 3254.72
2, 1101, 3.5581, 0.000313, 3330.60
2, 1121, 3.3039, 0.000314, 3408.60
2, 1141, 3.4195, 0.000315, 3486.94
2, 1161, 3.5368, 0.000316, 3550.95
2, 1181, 3.3169, 0.000318, 3603.30
2, 1201, 3.3058, 0.000319, 3655.34
2, 1221, 3.2560, 0.000320, 3707.97
2, 1241, 3.4550, 0.000321, 3760.28
2, 1261, 3.2973, 0.000322, 3812.57
2, 1281, 3.3767, 0.000323, 3865.02
2, 1301, 3.3903, 0.000325, 3929.64
2, 1321, 3.5938, 0.000326, 4007.49
2, 1341, 3.3463, 0.000327, 4085.81
2, 1361, 3.4095, 0.000328, 4162.00
2, 1381, 3.1740, 0.000329, 4214.16
2, 1401, 3.3551, 0.000330, 4266.41
2, 1421, 3.1353, 0.000331, 4318.67
2, 1441, 3.4654, 0.000333, 4371.04
2, 1461, 3.4283, 0.000334, 4423.33
2, 1481, 3.3279, 0.000335, 4475.72
2, 1501, 3.4541, 0.000336, 4540.22
2, 1521, 3.4413, 0.000337, 4618.03
2, 1541, 3.7631, 0.000338, 4696.00
2, 1561, 3.0796, 0.000339, 4771.82
2, 1581, 3.4047, 0.000341, 4823.88
2, 1601, 3.4848, 0.000342, 4875.96
2, 1621, 3.2876, 0.000343, 4927.82
2, 1641, 3.4633, 0.000344, 4979.99
2, 1661, 3.1450, 0.000345, 5032.22
2, 1681, 3.0041, 0.000346, 5084.61
2, 1701, 3.6184, 0.000347, 5137.00
2, 1721, 3.3340, 0.000349, 5207.02
2, 1741, 3.3256, 0.000350, 5284.82
2, 1761, 3.4892, 0.000351, 5363.14
2, 1781, 3.3887, 0.000352, 5433.50
2, 1801, 3.5779, 0.000353, 5485.80
2, 1821, 3.1652, 0.000354, 5537.99
2, 1841, 3.5373, 0.000355, 5590.71
2, 1861, 3.4006, 0.000357, 5642.90
2, 1881, 3.2632, 0.000358, 5695.18
2, 1901, 3.3412, 0.000359, 5747.67
2, 1921, 3.3135, 0.000360, 5805.81
2, 1941, 3.3024, 0.000361, 5883.34
2, 1961, 3.4327, 0.000362, 5961.01
2, 1981, 3.5042, 0.000364, 6039.14
2, 2001, 3.2468, 0.000365, 6095.30
2, 2021, 3.2817, 0.000366, 6147.36
2, 2041, 3.4265, 0.000367, 6199.64
2, 2061, 3.3365, 0.000368, 6251.84
2, 2081, 3.4196, 0.000369, 6304.02
2, 2101, 3.0795, 0.000370, 6356.20
2, 2121, 3.1887, 0.000372, 6408.51
2, 2141, 3.5405, 0.000373, 6482.89
2, 2161, 3.4689, 0.000374, 6560.17
2, 2181, 3.2894, 0.000375, 6637.96
2, 2201, 3.2733, 0.000376, 6703.44
2, 2221, 3.4218, 0.000377, 6755.78
2, 2241, 3.4277, 0.000378, 6807.41
2, 2261, 3.2188, 0.000380, 6859.52
2, 2281, 3.0982, 0.000381, 6911.80
2, 2301, 3.3549, 0.000382, 6963.86
2, 2321, 3.4038, 0.000383, 7016.20
2, 2341, 3.3330, 0.000384, 7079.78
2, 2361, 3.2875, 0.000385, 7157.08
2, 2381, 3.3544, 0.000386, 7234.57
2, 2401, 3.2612, 0.000388, 7310.91
2, 2421, 3.4230, 0.000389, 7362.91
2, 2441, 3.0819, 0.000390, 7414.99
2, 2461, 3.3930, 0.000391, 7467.05
2, 2481, 3.4457, 0.000392, 7519.37
2, 2501, 3.2409, 0.000393, 7571.79
2, 2521, 3.1508, 0.000394, 7624.05
2, 2541, 3.4590, 0.000396, 7682.45
2, 2561, 3.4045, 0.000397, 7759.82
2, 2581, 3.3896, 0.000398, 7837.47
2, 2601, 3.2510, 0.000399, 7915.45
2, 2621, 3.2233, 0.000400, 7971.23
2, 2641, 3.2521, 0.000401, 8023.19
2, 2661, 3.2617, 0.000402, 8075.36
2, 2681, 3.3432, 0.000404, 8127.51
2, 2701, 3.3924, 0.000405, 8179.87
2, 2721, 3.7794, 0.000406, 8232.12
2, 2741, 3.2199, 0.000407, 8286.36
2, 2761, 3.2984, 0.000408, 8363.34
2, 2781, 3.2972, 0.000409, 8440.68
2, 2801, 3.1610, 0.000411, 8518.24
2, 2821, 3.2839, 0.000412, 8578.95
2, 2841, 3.6909, 0.000413, 8630.54
2, 2861, 3.5701, 0.000414, 8682.56
2, 2881, 3.3957, 0.000415, 8734.72
2, 2901, 3.5684, 0.000416, 8786.90
2, 2921, 3.3105, 0.000417, 8839.30
2, 2941, 3.2487, 0.000419, 8891.63
2, 2961, 3.3285, 0.000420, 8964.75
2, 2981, 3.2359, 0.000421, 9042.27
2, 3001, 3.5161, 0.000422, 9120.73
2, 3021, 3.2891, 0.000423, 9187.92
2, 3041, 3.2617, 0.000424, 9240.12
2, 3061, 3.4493, 0.000425, 9292.05
2, 3081, 2.9762, 0.000427, 9344.12
2, 3101, 3.3256, 0.000428, 9396.32
2, 3121, 3.1594, 0.000429, 9448.70
2, 3141, 3.3790, 0.000430, 9501.15
2, 3161, 3.2672, 0.000431, 9567.01
2, 3181, 3.3945, 0.000432, 9644.19
2, 3201, 3.0655, 0.000433, 9722.14
2, 3221, 3.2006, 0.000435, 9796.31
2, 3241, 3.4558, 0.000436, 9848.61
2, 3261, 2.9855, 0.000437, 9900.98
2, 3281, 3.3382, 0.000438, 9953.26
2, 3301, 3.1761, 0.000439, 10005.51
2, 3321, 3.3302, 0.000440, 10057.87
2, 3341, 3.4027, 0.000441, 10110.25
2, 3361, 3.1897, 0.000443, 10171.10
2, 3381, 3.4477, 0.000444, 10248.19
2, 3401, 3.1053, 0.000445, 10325.90
2, 3421, 3.1700, 0.000446, 10403.94
2, 3441, 3.2441, 0.000447, 10457.34
2, 3461, 2.9345, 0.000448, 10509.33
2, 3481, 3.3379, 0.000449, 10561.43
2, 3501, 2.9184, 0.000451, 10613.65
2, 3521, 3.4542, 0.000452, 10666.03
2, 3541, 3.1831, 0.000453, 10718.52
2, 3561, 3.3722, 0.000454, 10778.43
2, 3581, 3.1727, 0.000455, 10856.08
2, 3601, 3.0976, 0.000456, 10933.92
2, 3621, 3.3240, 0.000458, 11011.93
2, 3641, 3.2094, 0.000459, 11066.60
2, 3661, 2.9577, 0.000460, 11118.52
2, 3681, 3.5631, 0.000461, 11170.63
2, 3701, 3.2462, 0.000462, 11222.78
2, 3721, 3.2819, 0.000463, 11275.20
2, 3741, 3.3023, 0.000464, 11327.52
2, 3761, 3.5332, 0.000466, 11379.96
2, 3781, 3.1885, 0.000467, 11455.85
2, 3801, 3.4419, 0.000468, 11533.78
2, 3821, 2.8964, 0.000469, 11611.73
2, 3841, 3.4124, 0.000470, 11675.67
2, 3861, 3.3299, 0.000471, 11727.64
2, 3881, 3.3543, 0.000472, 11779.58
2, 3901, 3.0158, 0.000474, 11831.91
2, 3921, 3.1293, 0.000475, 11883.86
2, 3941, 3.0816, 0.000476, 11935.82
2, 3961, 3.3388, 0.000477, 11988.28
2, 3981, 3.2341, 0.000478, 12059.26
2, 4001, 3.0134, 0.000479, 12136.54
2, 4021, 3.2371, 0.000480, 12214.45
2, 4041, 3.2557, 0.000482, 12283.23
2, 4061, 3.3278, 0.000483, 12335.34
2, 4081, 3.2535, 0.000484, 12387.09
2, 4101, 3.3476, 0.000485, 12439.10
2, 4121, 3.0804, 0.000486, 12491.27
2, 4141, 3.0689, 0.000487, 12544.00
2, 4161, 3.3136, 0.000488, 12596.28
2, 4181, 3.2433, 0.000490, 12666.81
2, 4201, 3.2554, 0.000491, 12744.43
2, 4221, 3.2575, 0.000492, 12822.23
2, 4241, 2.9582, 0.000493, 12892.27
2, 4261, 3.0812, 0.000494, 12944.48
2, 4281, 3.3044, 0.000495, 12996.29
2, 4301, 3.0714, 0.000497, 13048.40
2, 4321, 3.1585, 0.000498, 13100.84
2, 4341, 3.0785, 0.000499, 13153.02
2, 4361, 2.3024, 0.000500, 13203.35
3, 1, 3.1043, 0.000500, 6.89
3, 21, 3.1164, 0.000500, 64.42
3, 41, 3.3570, 0.000500, 131.92
3, 61, 3.3868, 0.000500, 199.71
3, 81, 3.0682, 0.000500, 268.00
3, 101, 3.1867, 0.000500, 320.81
3, 121, 3.0917, 0.000500, 366.94
3, 141, 3.1085, 0.000500, 412.53
3, 161, 2.7279, 0.000500, 458.85
3, 181, 2.9837, 0.000500, 505.02
3, 201, 3.1883, 0.000500, 551.58
3, 221, 2.9433, 0.000500, 597.74
3, 241, 3.2848, 0.000500, 643.80
3, 261, 3.2027, 0.000500, 706.44
3, 281, 3.0889, 0.000500, 775.64
3, 301, 3.0881, 0.000500, 843.87
3, 321, 3.2868, 0.000500, 911.58
3, 341, 2.8264, 0.000500, 958.78
3, 361, 3.0091, 0.000500, 1004.88
3, 381, 3.4386, 0.000500, 1051.20
3, 401, 3.1437, 0.000500, 1097.34
3, 421, 3.2069, 0.000500, 1143.67
3, 441, 2.9290, 0.000500, 1190.20
3, 461, 3.0198, 0.000500, 1236.38
3, 481, 3.0367, 0.000500, 1282.45
3, 501, 3.0086, 0.000500, 1344.16
3, 521, 2.9113, 0.000500, 1411.63
3, 541, 3.1405, 0.000500, 1479.45
3, 561, 3.1500, 0.000500, 1547.58
3, 581, 2.9048, 0.000500, 1596.67
3, 601, 3.1191, 0.000500, 1642.96
3, 621, 2.9907, 0.000500, 1689.07
3, 641, 3.1397, 0.000500, 1736.67
3, 661, 2.8633, 0.000500, 1782.76
3, 681, 3.0344, 0.000500, 1830.69
3, 701, 3.0644, 0.000500, 1885.95
3, 721, 3.0629, 0.000500, 1940.07
3, 741, 3.0436, 0.000500, 2008.73
3, 761, 3.0528, 0.000500, 2076.99
3, 781, 2.9525, 0.000500, 2145.23
3, 801, 3.3567, 0.000500, 2201.53
3, 821, 3.2657, 0.000500, 2247.47
3, 841, 3.2198, 0.000500, 2293.29
3, 861, 2.8581, 0.000500, 2339.24
3, 881, 2.9513, 0.000500, 2392.49
3, 901, 2.8357, 0.000500, 2438.95
3, 921, 3.1013, 0.000500, 2488.38
3, 941, 2.9556, 0.000500, 2534.86
3, 961, 2.8102, 0.000500, 2595.32
3, 981, 2.8009, 0.000500, 2663.67
3, 1001, 3.0664, 0.000500, 2731.81
3, 1021, 3.0313, 0.000500, 2799.76
3, 1041, 3.0982, 0.000500, 2851.34
3, 1061, 3.0388, 0.000500, 2897.40
3, 1081, 2.9113, 0.000500, 2943.42
3, 1101, 2.8146, 0.000500, 2989.51
3, 1121, 3.0402, 0.000500, 3040.92
3, 1141, 3.0762, 0.000500, 3091.00
3, 1161, 3.3197, 0.000500, 3143.20
3, 1181, 3.1585, 0.000500, 3200.29
3, 1201, 2.7364, 0.000500, 3268.00
3, 1221, 2.8101, 0.000500, 3335.67
3, 1241, 2.7871, 0.000500, 3403.77
3, 1261, 2.9700, 0.000500, 3462.63
3, 1281, 2.9319, 0.000500, 3508.49
3, 1301, 3.0537, 0.000500, 3563.61
3, 1321, 3.0841, 0.000500, 3617.37
3, 1341, 2.9251, 0.000500, 3670.85
3, 1361, 3.1222, 0.000500, 3718.36
3, 1381, 2.9560, 0.000500, 3769.07
3, 1401, 2.8574, 0.000500, 3829.09
3, 1421, 3.1495, 0.000500, 3897.32
3, 1441, 2.7062, 0.000500, 3965.45
3, 1461, 3.0892, 0.000500, 4034.04
3, 1481, 2.8047, 0.000500, 4089.78
3, 1501, 2.8520, 0.000500, 4139.72
3, 1521, 2.9669, 0.000500, 4186.29
3, 1541, 2.9860, 0.000500, 4243.60
3, 1561, 3.0921, 0.000500, 4298.30
3, 1581, 2.9203, 0.000500, 4355.56
3, 1601, 2.8525, 0.000500, 4402.39
3, 1621, 3.0989, 0.000500, 4466.82
3, 1641, 2.9390, 0.000500, 4535.05
3, 1661, 3.0388, 0.000500, 4603.42
3, 1681, 2.9921, 0.000500, 4671.74
3, 1701, 2.8264, 0.000500, 4725.41
3, 1721, 2.9053, 0.000500, 4771.17
3, 1741, 2.8319, 0.000500, 4821.09
3, 1761, 3.0066, 0.000500, 4876.43
3, 1781, 3.0031, 0.000500, 4930.07
3, 1801, 2.8978, 0.000500, 4984.97
3, 1821, 3.0254, 0.000500, 5034.30
3, 1841, 2.5968, 0.000500, 5094.93
3, 1861, 2.7829, 0.000500, 5162.70
3, 1881, 3.2854, 0.000500, 5230.47
3, 1901, 2.9516, 0.000500, 5298.30
3, 1921, 2.9893, 0.000500, 5351.65
3, 1941, 2.9968, 0.000500, 5397.88
3, 1961, 3.0267, 0.000500, 5450.98
3, 1981, 3.0550, 0.000500, 5501.22
3, 2001, 2.9998, 0.000500, 5553.31
3, 2021, 2.8695, 0.000500, 5609.58
3, 2041, 3.2259, 0.000500, 5655.69
3, 2061, 2.9784, 0.000500, 5720.08
3, 2081, 2.6817, 0.000500, 5788.19
3, 2101, 2.8587, 0.000500, 5856.33
3, 2121, 3.0604, 0.000500, 5924.48
3, 2141, 2.8536, 0.000500, 5973.98
3, 2161, 3.1177, 0.000500, 6021.16
3, 2181, 2.9233, 0.000500, 6075.61
3, 2201, 2.9158, 0.000500, 6130.89
3, 2221, 2.9756, 0.000500, 6186.57
3, 2241, 3.0029, 0.000500, 6241.06
3, 2261, 2.7957, 0.000500, 6293.27
3, 2281, 2.7753, 0.000500, 6359.89
3, 2301, 2.9818, 0.000500, 6427.55
3, 2321, 3.2333, 0.000500, 6495.57
3, 2341, 2.7902, 0.000500, 6563.18
3, 2361, 2.9653, 0.000500, 6609.05
3, 2381, 3.0556, 0.000500, 6658.30
3, 2401, 2.9065, 0.000500, 6707.21
3, 2421, 2.8294, 0.000500, 6762.61
3, 2441, 3.0254, 0.000500, 6817.67
3, 2461, 2.8597, 0.000500, 6867.03
3, 2481, 3.1186, 0.000500, 6917.78
3, 2501, 3.2737, 0.000500, 6985.84
3, 2521, 3.0561, 0.000500, 7053.88
3, 2541, 2.8336, 0.000500, 7121.99
3, 2561, 2.9170, 0.000500, 7187.57
3, 2581, 2.7841, 0.000500, 7233.38
3, 2601, 2.5461, 0.000500, 7282.17
3, 2621, 2.8089, 0.000500, 7337.52
3, 2641, 2.7876, 0.000499, 7387.29
3, 2661, 2.9640, 0.000499, 7442.25
3, 2681, 2.8326, 0.000499, 7493.88
3, 2701, 2.7291, 0.000499, 7548.47
3, 2721, 2.9398, 0.000499, 7617.35
3, 2741, 2.8659, 0.000499, 7685.62
3, 2761, 2.8924, 0.000499, 7754.06
3, 2781, 3.0104, 0.000499, 7818.33
3, 2801, 2.6954, 0.000499, 7866.68
3, 2821, 2.8838, 0.000499, 7914.44
3, 2841, 3.2534, 0.000499, 7970.75
3, 2861, 2.8707, 0.000499, 8023.70
3, 2881, 2.7551, 0.000499, 8075.47
3, 2901, 2.6741, 0.000499, 8121.91
3, 2921, 2.9566, 0.000499, 8181.33
3, 2941, 2.6547, 0.000499, 8252.97
3, 2961, 2.9005, 0.000499, 8320.68
3, 2981, 2.9362, 0.000499, 8388.56
3, 3001, 2.9153, 0.000499, 8453.24
